country,date,agricultural_land%,forest_land%,land_area,trade_in_services%,control_of_corruption_estimate,access_to_electricity%,renewvable_energy_consumption%,CO2_emisions,other_greenhouse_emisions,population_density,inflation_annual%,real_interest_rate,research_and_development_expenditure%,central_goverment_debt%,tax_revenue%,expense%,goverment_effectiveness_estimate,individuals_using_internet%,military_expenditure%,GDP_current_US,political_stability_estimate,rule_of_law_estimate,regulatory_quality_estimate,government_expenditure_on_education%,government_health_expenditure%,gini_index,birth_rate,death_rate,life_expectancy_at_birth,population,rural_population,voice_and_accountability_estimate,intentional_homicides,year,CO2_emisions_rolling_mean,GDP_current_US_rolling_mean,access_to_electricity%_rolling_mean,agricultural_land%_rolling_mean,birth_rate_rolling_mean,central_goverment_debt%_rolling_mean,control_of_corruption_estimate_rolling_mean,death_rate_rolling_mean,expense%_rolling_mean,forest_land%_rolling_mean,goverment_effectiveness_estimate_rolling_mean,government_expenditure_on_education%_rolling_mean,government_health_expenditure%_rolling_mean,individuals_using_internet%_rolling_mean,inflation_annual%_rolling_mean,intentional_homicides_rolling_mean,land_area_rolling_mean,life_expectancy_at_birth_rolling_mean,military_expenditure%_rolling_mean,other_greenhouse_emisions_rolling_mean,political_stability_estimate_rolling_mean,population_rolling_mean,population_density_rolling_mean,real_interest_rate_rolling_mean,regulatory_quality_estimate_rolling_mean,renewvable_energy_consumption%_rolling_mean,research_and_development_expenditure%_rolling_mean,rule_of_law_estimate_rolling_mean,rural_population_rolling_mean,tax_revenue%_rolling_mean,trade_in_services%_rolling_mean,voice_and_accountability_estimate_rolling_mean,CO2_emisions_rolling_std,GDP_current_US_rolling_std,access_to_electricity%_rolling_std,agricultural_land%_rolling_std,birth_rate_rolling_std,central_goverment_debt%_rolling_std,control_of_corruption_estimate_rolling_std,death_rate_rolling_std,expense%_rolling_std,forest_land%_rolling_std,goverment_effectiveness_estimate_rolling_std,government_expenditure_on_education%_rolling_std,government_health_expenditure%_rolling_std,individuals_using_internet%_rolling_std,inflation_annual%_rolling_std,intentional_homicides_rolling_std,land_area_rolling_std,life_expectancy_at_birth_rolling_std,military_expenditure%_rolling_std,other_greenhouse_emisions_rolling_std,political_stability_estimate_rolling_std,population_rolling_std,population_density_rolling_std,real_interest_rate_rolling_std,regulatory_quality_estimate_rolling_std,renewvable_energy_consumption%_rolling_std,research_and_development_expenditure%_rolling_std,rule_of_law_estimate_rolling_std,rural_population_rolling_std,tax_revenue%_rolling_std,trade_in_services%_rolling_std,voice_and_accountability_estimate_rolling_std
Ghana,2014-01-01,54.3845249186956,34.6881339544695,227540.0,12.2149425417342,-0.194918543100357,78.3,47.69,13366.7,28547.03992,123.918247341127,15.4896160333318,5.370135690776501,0.2100814773766829,42.05522149955165,11.2521858233486,18.2035083552589,-0.308061718940735,19.0,0.484989034811323,54783320576.8882,-0.106807962059975,0.0636722594499588,-0.0476707369089127,4.39978981018066,1.40883136,,31.834,7.817,63.045,28196358.0,13134146.0,0.4616459608078,1.92578059326349,2014,12265.72,46082794870.195335,66.754512,54.40481058275468,32.643,42.056595114982976,-0.08658487666398282,8.238,21.1333982638475,34.7979871670915,-0.1450661838054656,6.115393924713136,1.993056798,12.28,11.560799698206619,1.8553478398352279,227540.0,62.071000000000005,0.43926659794239004,26538.650146,0.05553969815373396,26872275.4,118.09912718642879,6.317526434595119,0.049581664800643924,48.476,0.3609785873051593,0.03963601100258526,12871162.4,13.10927621919644,13.9833352952387,0.46625507473945627,1576.4277661853093,12424191156.763813,8.179048415966255,0.2546663211525014,0.48826888084327486,0.0012539335942296965,0.08202181574451936,0.3086834948616495,3.3924930393470585,0.08684659004280351,0.09289499133191137,1.802666890465722,0.3981283730454876,4.642413165585328,2.4644311496838216,0.2118105760346758,0.0,0.7213761154903912,0.11384360423399646,2442.0917364315287,0.10647329746299287,1037769.3144954232,4.560821457745668,0.7765320727601964,0.05711674774720173,2.4569045565508043,0.08716895468696975,0.07313737656618464,209826.84528987185,2.1009398479893573,2.539550777935411,0.034212936282537534
Ghana,2015-01-01,54.564096422607,34.6332073481586,227540.0,27.2253986563525,-0.210319384932518,74.0002670288086,44.02,14320.7,30251.44399,126.882917289268,17.1499695007878,5.370135690776501,0.2100814773766829,42.05522149955165,11.6905632672954,17.3642997310271,-0.319261193275452,23.0,0.392914355459172,49406009811.9819,-0.0382289066910744,0.123623751103878,-0.107558235526085,4.4340500831604,1.5937742,,31.713,7.773,63.175,28870939.0,13255803.0,0.488428711891174,1.81843756450041,2015,13053.34,49524465719.284775,68.71456540576172,54.418062318713204,32.3848,42.05613724317253,-0.13150484748184676,8.0674,20.57475735242806,34.74306056078052,-0.18836360573768618,5.8940839767456055,1.838041496,15.319999999999999,12.844115631265879,1.88902195161055,227540.0,62.474599999999995,0.46131193798683884,27960.614094,0.04267526865005468,27531519.4,120.99639360112519,6.0257511358586555,0.017360325902700396,46.898,0.32768488498348347,0.0710194315295666,13001320.6,12.7697113919969,16.64527450204386,0.4609878480434418,1370.7273208045435,9701330791.43171,8.578369885576326,0.26232595385155316,0.5819941580462289,0.0012539335942311559,0.0740906618435018,0.27445454997139823,3.798992381104869,0.08684659004275858,0.11586615501734435,1.9525669041507467,0.36471962354457893,5.806203578931759,3.4137002155679994,0.1823508287560222,0.0,0.642356832298067,0.08222384826805583,1999.3995373286236,0.11450353920705007,1054259.3273878593,4.633292288774987,0.8096721040792969,0.09018790233417119,2.222536838839822,0.1088333850525012,0.06746657793276575,205253.37428968085,2.180258872641436,6.436523494723769,0.025893309892436673
Ghana,2016-01-01,54.3110758547948,34.8169113122967,227540.0,24.8540221885164,-0.175110563635826,79.3,45.22,14545.3,30665.08959,129.886187044036,17.4546347070868,5.714321886163555,0.20202846128331436,39.57649770340613,11.058329312953,18.2895855621062,-0.25353330373764,28.0,0.291411917393383,56164928691.0359,-0.138907715678215,0.034714687615633,-0.299607872962952,4.39452981948853,1.3003906,43.5,30.527,7.46,63.89,29554303.0,13373618.0,0.583630621433258,1.85759755284362,2016,13801.779999999999,52890117841.380165,71.7620534057617,54.46209545574406,31.8988,41.55993461213299,-0.16070169657468789,7.876,20.004489255618218,34.73586006855936,-0.22103917002677914,5.1447958946228045,1.626614738,19.119999999999997,14.589350698497203,1.937713901818056,227540.0,62.9222,0.4325634169305574,29074.229027999994,-0.018528702855110317,28201191.8,123.9394910784918,5.878250708278317,-0.058904554694891066,45.924,0.28111229949647415,0.07859118431806558,13128512.2,12.008219182272821,18.83163311235854,0.48078241348266604,685.0412337954552,8064268925.573306,9.196848309040329,0.20614473877078401,0.9080056167226759,1.1087753824037785,0.047737615992156444,0.302012416963282,3.905278705070284,0.0763156120057013,0.10363837975465018,1.5526647855948825,0.28626091857474695,6.772887124410088,2.987575486195905,0.10791080337612566,0.0,0.7027529437860881,0.11301821114677217,1491.9526142334023,0.11313979860123573,1065133.876422444,4.681084101355328,0.7792534657150737,0.15794056550648375,1.3822192300789722,0.10103229259410097,0.058604837435716164,197936.67998301858,1.9137688374870547,7.1025185928621415,0.0616516694746334
Ghana,2017-01-01,53.1069873428848,35.0006152764349,227540.0,26.6149244659347,-0.253569841384888,79.0,45.28,15135.0,32492.6113,132.821754416806,12.3719215507048,6.4300446649691185,0.2100814773766829,42.05522149955165,11.5770311564905,17.3552401268784,-0.186972558498383,37.88415262,0.312701238213381,60405920071.5652,0.0820363312959671,0.108088381588459,-0.186404764652252,3.53362989425659,1.06188178,,28.978,7.39,64.013,30222262.0,13477013.0,0.596760809421539,2.01507091056042,2017,14253.48,56716961643.5024,76.26005340576171,54.22796123758462,31.117399999999996,41.559476740322545,-0.18610195368528365,7.7064,18.09875371143018,34.77638569042804,-0.2404319286346436,4.267693901062012,1.4446043020000001,24.576830524000002,14.82646681981682,1.9237319468781038,227540.0,63.3086,0.3764619540765588,30191.67501,-0.0282604336738587,28873891.8,126.89589434824659,5.71636508278561,-0.11588616594672208,45.67999999999999,0.2455968884365785,0.09687496796250336,13249395.0,11.2499892114399,20.52229355795214,0.5138641357421874,666.7634528076651,5205903871.2366705,3.7726248517057113,0.6515729880749525,1.3967327231793156,1.1085189811255416,0.0577690999574133,0.28555962599780105,0.7965002238132205,0.1425834879370754,0.07917516450947311,0.4169543264081469,0.3007574640458758,8.861518305408534,2.6813161649145805,0.08645532360356122,0.0,0.6540545084318433,0.07732346966076681,1552.5543532914999,0.09820201136800888,1067476.1395706704,4.691377953637201,0.4328568137562945,0.13695386293160863,1.362662834306457,0.0839890652998154,0.04770327368970683,186824.58491724255,0.4098965831132832,7.868006854648546,0.07200582231997005
Ghana,2018-01-01,53.694038850312,35.0323459611497,227540.0,26.2389364858201,-0.138242349028587,80.4,42.13,16774.9,34130.8132,135.671270985321,7.80876516610703,6.7960102194523015,0.37597638090585417,39.57649770340613,12.2442416661964,17.6018477434087,-0.319894850254059,43.0,0.325876657150172,67298913752.0241,-0.0367385223507881,0.05157820135355,-0.141936391592026,3.8861300945282,1.34083962,,29.025,7.373,64.122,30870641.0,13564560.0,0.558498740196228,1.61966189201679,2018,14828.52,57611818580.69906,78.20005340576172,54.01214467785884,30.415399999999998,41.06373198109345,-0.1944321364164352,7.562600000000001,17.762896303735864,34.83424277050189,-0.27754472494125376,4.129625940322876,1.341143512,30.176830524000003,14.054981391603647,1.8473097026369458,227540.0,63.649,0.3615786406054862,31217.399599999997,-0.04772935509681708,29542900.6,129.8360754153116,5.936129630427596,-0.15663560032844556,44.868,0.2416498548638434,0.07633545622229576,13361028.0,11.56447024525678,23.429644867671577,0.5377929687499998,1260.6880589582822,6690964146.868011,2.4666656145013377,0.6027393174949413,1.3881622023380025,1.357652936973739,0.04266299563795787,0.21520525086531747,0.4534699493679024,0.17957456075245365,0.05754335202572341,0.40321773099711156,0.19238757524375732,10.062349593464267,4.032452051184768,0.1475334449051015,0.0,0.5009486001577628,0.0787385762460161,2149.597700308622,0.0849322752673718,1059394.3861727326,4.65586000779059,0.6467695964535328,0.09463782253976442,2.029352113360347,0.07517173305055198,0.03791436964614121,171452.6508237769,0.45602812822887867,6.3293813155536505,0.059670391070304314
Ghana,2019-01-01,54.8473863936011,35.0640766458645,227540.0,34.2743070305427,-0.108893923461437,83.5,42.6,18039.1,36070.4143,138.535158653424,7.14364003330857,7.8841802171051425,0.3876585326761609,39.57649770340613,11.9969957643922,17.5109448878289,-0.290070623159409,45.00963073,0.343818434751391,68337974418.3315,0.118470922112465,0.0154986614361405,-0.185462951660156,3.15307116508484,1.38440955,,28.572,7.143,64.74,31522290.0,13646945.0,0.550957500934601,1.81141661979507,2019,15763.0,60322749348.98772,79.24005340576171,54.10471697283994,29.762999999999998,40.567987221864335,-0.1772272124886512,7.4277999999999995,17.62438361024986,34.90943130878088,-0.2739465057849886,3.8802822113037125,1.33625915,35.37875667,12.385786191599,1.8244369079432623,227540.0,63.988,0.33334452059349984,32722.074475999998,-0.0026735782623290793,30208087.0,132.759457677771,6.438938535693323,-0.1841940432786942,43.85,0.277165265923739,0.0667007366195321,13463587.8,11.7134322334655,27.84151776543328,0.55565527677536,1593.8929857427693,7895889671.24725,3.4281628314277657,0.7016573719375366,1.3196160426426617,1.3576529369737411,0.05726479510677991,0.22679440028361456,0.3859895350477036,0.18179475664668987,0.05569071903681517,0.5523014101963721,0.19054063657741138,9.549787440187679,4.919859701187062,0.14104899724647124,0.0,0.5600575863248541,0.03840092904697197,2428.1566845143475,0.10348442001251862,1046626.312409305,4.599746472748921,0.9853567394663512,0.07243204687123238,1.455300656221976,0.09567968335134718,0.04697504028975224,154324.79708621014,0.45012637387324705,3.699942843751804,0.04189824021083092
Ghana,2020-01-01,55.393019913595,35.096930994625,227533.0,28.1574600805899,-0.127230331301689,85.4405670166016,40.25,19401.16,39070.28751,141.431796706412,9.88728956269944,7.184681207791991,0.3876585326761609,44.22143734901071,11.3404319629261,21.8835544057028,-0.196662068367004,56.68215981,0.350948994874229,70043095503.6675,0.169862180948257,-0.0796142518520355,-0.130579710006714,3.40915989875793,1.98434043,,28.038,7.448,64.114,32180401.0,13725263.0,0.553479671478271,1.72465219242215,2020,16779.092,64450166487.32483,81.52811340332032,54.270501671037536,29.028000000000002,41.00123039175615,-0.1606094017624854,7.3628,18.528234545185,35.00217603807416,-0.249426680803299,3.6753041744232178,1.4143723959999999,42.115188632,10.933250203981327,1.8056798335276103,227538.6,64.17580000000001,0.3249514484765112,34485.84318,0.0389446392655372,30869979.4,135.6692335611998,6.801847639096422,-0.18879833817482,43.096000000000004,0.31268067698363466,0.0260531360283494,13557479.8,11.64340597259164,28.02793005028076,0.5686654686927793,2009.7103978732853,5905767538.618765,2.820643392698707,0.9056164237529958,0.9270310135048662,2.09584230099869,0.05731680625959803,0.12831874375945448,1.9094574728412608,0.10959683604956268,0.05770437380810599,0.48097941491307666,0.34220238355977095,10.470166562286412,4.177792980208116,0.14810565200529371,3.1304951685013327,0.32909755392591516,0.024019051800887346,3249.0449773299806,0.12517999782016181,1036008.753113747,4.554460156959553,0.8122482904059267,0.06686003608411614,2.1540728864177554,0.09749386188740955,0.0684348718586579,138279.98847157834,0.4807657527252786,3.6845887585435664,0.02037674467805515
Greece,2007-01-01,60.1474010861133,29.56812257564,128900.0,20.0306686614944,0.261930704116821,100.0,8.05,104309.9,126334.8302,85.7135221101629,2.89500321516578,2.9679264160900063,0.576550006866455,123.820896001653,20.2428425141791,44.0495839110452,0.551828980445862,35.88,2.67930592141264,318902829550.733,0.523507833480835,0.859287738800049,0.894383370876312,3.62195110321045,5.31898928,34.0,10.1,9.9,79.4390243902439,11048473.0,2740132.0,0.983873903751373,1.17206949380347,2007,101404.24,256731736540.1224,100.0,61.990690457719175,9.86,125.051144683438,0.3568722605705258,9.68,42.97750402812164,29.100204034135004,0.6761222600936891,3.672239780426024,5.084082128,26.27,3.2131042350398458,1.182960930837432,128900.0,79.19951219512193,2.679777670200036,123364.78855999999,0.5254874765872956,10987872.0,85.24338246702871,2.9679264160900063,0.9068506240844728,8.004000000000001,0.5581060051918028,0.8392974376678468,2807390.0,19.87819116416186,19.27413028941152,1.079002976417542,1807.8134563610308,43099424407.51617,0.0,1.4986367234249005,0.2792848008753781,2.827791858624619,0.06669776135115954,0.13038404810405313,0.8062397996583845,0.36992196498104807,0.08889647706498288,0.1915058369996794,0.2160471904923007,7.558584523573182,0.3206548462508234,0.23335332332842706,0.0,0.2599272309277406,0.13727511365096315,1862.6311970414297,0.061183503247190865,48414.848522947716,0.3756000661206003,0.0,0.06461966412993685,0.3335865704730936,0.021606143159105074,0.04993297088378901,53205.94975658271,0.48113643718449467,0.9389915943683675,0.10118091899629647
Greece,2008-01-01,59.4026377036462,29.802081458495,128900.0,21.372676465298,0.126674965023994,100.0,8.32,100405.6,121979.9986,85.9413576415826,4.15279708110293,2.9679264160900063,0.661830008029938,127.158326411226,20.2136126149472,47.2109656916541,0.577969372272491,38.2,2.98305234467131,355908689477.445,0.267854154109955,0.853603005409241,0.881061792373657,3.8049910068512,5.76758432,33.6,10.7,9.7,79.9390243902439,11077841.0,2706538.0,0.928211510181427,1.30038735739932,2008,101442.04000000001,287439446388.3584,100.0,61.067494181536084,10.08,126.35199338319981,0.3095424383878704,9.680000000000001,44.01523214181308,29.334163227308,0.6509468674659731,3.7473700046539298,5.226000118,30.35,3.337533595729328,1.1298593507959491,128900.0,79.4190243902439,2.7776091886345817,123370.44062000001,0.4835310339927674,11017826.2,85.47576570985258,2.9679264160900063,0.8856124401092531,8.148,0.581164002418518,0.852076041698456,2773640.8,19.9793783341487,20.01487552881208,1.0333104968070994,1778.5110944270264,48980376574.82813,0.0,1.3516391748259302,0.4207136793592514,1.468898660579073,0.12200714537807485,0.13038404810405313,1.8858368954306868,0.36992184231706765,0.09657470890960346,0.13883237979867843,0.37165059195486416,7.3464413153580725,0.5282167993470707,0.13310378662533556,0.0,0.3346640106136418,0.14572737079727494,1857.3066771462015,0.13253034470673028,48497.06562978822,0.3762379024808961,0.0,0.04649749922282867,0.26366645596283234,0.049582865748880454,0.041540572191520006,52891.35213529712,0.4894403071944709,0.8078670157955494,0.1086468967014742
Greece,2009-01-01,58.6501163692785,30.0360411171451,128900.0,17.6079368920579,0.0628989040851593,100.0,9.18,94740.2,115418.6914,86.1677036462374,1.21007269197809,2.9679264160900063,0.625569999217987,143.980453070036,19.7756801998951,51.2654639796872,0.615196585655212,42.4,3.22484113782964,331308500253.274,-0.208124294877052,0.646844327449799,0.834921479225159,4.16507434844971,6.42686462,33.6,10.6,9.8,80.1878048780488,11107017.0,2673237.0,0.891443252563477,1.37488177825762,2009,100421.16,305508433991.7878,100.0,60.26066718386346,10.279999999999998,129.8161524147876,0.23208413422107665,9.72,45.577759731265374,29.568122420481,0.616795003414154,3.846946859359742,5.562353992,34.546,2.9997785126086063,1.2051072381997339,128900.0,79.64878048780488,2.901442910258092,122052.17918,0.3440389245748522,11048201.4,85.71141505042667,2.9679264160900063,0.885351836681366,8.414,0.6008180022239683,0.8016180634498598,2740220.4,20.10756836273734,19.60356626851174,0.9733161568641668,3528.607083963871,43955527729.327446,0.0,1.3493217310500798,0.37013511046643366,8.051344570747396,0.13284879240068848,0.13038404810405343,3.6833280439271148,0.3699220876450665,0.06026107927102291,0.22111539207536837,0.5471821148678873,6.951732158246608,1.1044573788810435,0.14609357927747013,0.0,0.39707811466930776,0.21138005762233283,4077.0332172709354,0.3359018902590755,46957.85911112211,0.3642968123438327,0.0,0.04684585011823837,0.47447866126939797,0.041752262146746724,0.09230116903204667,53003.86309789121,0.22589049216686846,1.3633872097916586,0.07802128663862766
Greece,2010-01-01,58.0993017843289,30.27,128900.0,19.5306307061827,-0.0625116676092148,100.0,11.38,87578.5,108551.8706,86.278828549263,4.71298907760388,2.9679264160900063,0.603470027446747,136.602224223793,20.3860335725714,50.9570526640985,0.492912799119949,44.4,2.75021826236583,297124961971.501,-0.12720687687397,0.583895683288574,0.642821490764618,4.14056491851807,6.61249924,34.1,10.3,9.8,80.3878048780488,11121341.0,2636648.0,0.897718012332916,1.59510115433664,2010,97547.4,315358341945.2052,100.0,59.4600465477114,10.379999999999999,131.626991649268,0.1493050694465635,9.76,47.18053272609065,29.802081613654003,0.5734278619289397,3.8822678565979016,5.842806147999999,38.626000000000005,3.2333617814592257,1.28657741990365,128900.0,79.87853658536585,2.88416730730888,118954.64982,0.21729272007942219,11075006.8,85.91937005430566,2.9679264160900063,0.8221860885620119,9.088,0.6057200074195862,0.761406445503235,2706142.2,20.119473927764858,19.559950213870117,0.933345890045166,6540.577224144666,31591014520.873207,0.0,1.1572825774075346,0.25884358211089464,8.423290425823671,0.16499064309915193,0.1140175425099149,3.9818035539337795,0.3699220876450665,0.054379437044130334,0.25585626220579616,0.6676798825637311,4.897895466422293,1.3457566034076376,0.2258209315637571,0.0,0.431567429451088,0.22130165558301265,7014.702012437199,0.37638692727000084,41441.64690501544,0.32150230337481045,0.0,0.10280672405494982,1.3475051020311575,0.03994408073656354,0.1352021526982139,54068.327542101724,0.2413538067250231,1.3610693905287783,0.040735113436931814
Greece,2011-01-01,57.377812257564,30.27,128900.0,21.1431793629795,-0.101170934736729,100.0,11.38,84547.2,105446.8603,86.1512723041117,3.3298532335065,2.9679264160900063,0.684260010719299,116.211593571687,22.4776944333849,54.8290674605195,0.451953709125519,51.64999517,2.52227876563293,282995942006.557,-0.0986951887607574,0.533327162265778,0.492343783378601,4.51630020141602,6.040277,34.8,9.6,10.0,80.7317073170732,11104899.0,2593105.0,0.820455014705658,1.67200914479958,2011,94316.28,317248184651.902,100.0,58.735453840186175,10.260000000000002,129.554698655679,0.0575643941760061,9.84,49.66242674140089,29.98924903025602,0.5379722893238066,4.04977631568909,6.033242892,42.505999034,3.260143059871436,1.4228897857193261,128900.0,80.13707317073172,2.83193928638247,115546.45022,0.07146712541580211,11091914.2,86.05053685027151,2.9679264160900063,0.7491063833236694,9.662,0.6303360104560852,0.6953915834426881,2669932.0,20.619172666995542,19.9370184176025,0.9043403387069702,8336.134750410401,28606053446.76998,0.0,1.083269578858347,0.43931765272977524,10.890678963548526,0.1467868198243742,0.11401754250991662,4.136835351576386,0.30504544912036524,0.06554563348137198,0.3471797094341475,0.5175080094209855,6.116711364552418,1.3461582262754292,0.2073280269953277,0.0,0.48619062171385724,0.27525984507154266,8785.241463378225,0.31205231990821214,28930.213327937392,0.22443920347506313,0.0,0.17543187772704152,1.6228739938762957,0.04340823590026528,0.15243511095596146,57639.34169905135,1.0637245737599803,1.5095098831137874,0.05946082411268148
Greece,2012-01-01,56.5011636927851,30.27,128900.0,21.2299205328037,-0.19037801027298,100.0,14.17,80085.3,101005.5609,85.6866640806827,1.50152696177758,2.9679264160900063,0.710049986839294,168.027201054784,24.2684179068171,56.1735018242533,0.276448935270309,55.06999344,2.44377558683293,242029307133.408,-0.217248693108559,0.388231575489044,0.521992683410645,4.58220291137695,5.67610359,36.3,9.1,10.6,80.6341463414634,11045011.0,2539911.0,0.700790524482727,1.51409644310926,2012,89471.36,301873480168.43695,100.0,58.00620636152054,10.059999999999999,138.39595966630517,-0.0328973487019541,9.98,52.087210324042516,30.129624515128018,0.482896280288696,4.24182667732239,6.104665754,46.343997722,2.981447809193796,1.491295175580484,128900.0,80.37609756097561,2.784833219466528,110480.59636,-0.07668417990207668,11091221.8,86.04516524437547,2.9679264160900063,0.6746282458305359,10.886,0.657036006450653,0.6011803507804873,2629887.8,21.424287745523138,20.176868791864358,0.847723662853241,8112.4390957960195,44006985726.215775,0.0,1.121755313527771,0.6877499545619759,19.563007308642774,0.12745459442399637,0.3633180424917005,3.533618679457108,0.20925948997934624,0.13249579544674098,0.3155003815041594,0.4071677455165526,6.891218220658824,1.5668133377342581,0.15325713019000592,0.0,0.3239103363715924,0.3237866330933709,8298.430774078346,0.19923514826812544,30241.545086188755,0.23461245218142332,0.0,0.17737364491725152,2.278569726824263,0.04311042418609946,0.17033231575007063,65667.54434041215,1.9013386641628538,1.619387604159035,0.09113459468700291
Greece,2013-01-01,55.4926299456943,30.27,128900.0,22.4058699670045,-0.0751005336642265,100.0,16.61,72484.2,93348.14063,85.067579519007,-0.921269454256994,2.9679264160900063,0.814779996871948,185.743826117643,24.1232729601092,60.2970641475374,0.357710689306259,59.8663,2.36777200944603,238907690051.13,-0.171341717243195,0.467147976160049,0.628217577934265,4.49511909484863,5.18027735,36.1,8.6,10.2,81.2853658536585,10965211.0,2483072.0,0.687237501144409,1.401804231992,2013,83887.08,278473280283.174,100.0,57.224204809930164,9.639999999999999,150.11305960758858,-0.07325244843959819,10.080000000000002,54.70443001521918,30.22320822342902,0.43884454369544956,4.379852294921877,5.98720436,50.677257722,1.9666345021218112,1.51157855049902,128900.0,80.64536585365855,2.661777152421472,104754.22476599998,-0.1645233541727067,11068695.8,85.87040961986035,2.9679264160900063,0.6240594029426576,12.544,0.687626004219055,0.5238893449306488,2585194.6,22.206219814555542,20.38350749220566,0.7995288610458374,8311.614723205086,38902118443.301346,0.0,1.2593404727464876,0.8264381404557759,27.202614400917344,0.09104093817903154,0.33466401061363205,3.850992969873974,0.10462959320069791,0.12956687957394586,0.20990370002024486,0.5777167179630914,7.290366985320829,2.152296960330448,0.1259531155505304,0.0,0.4161971973465687,0.3457912622535415,8258.086075915624,0.05112083799845257,64847.46857973724,0.503083542123616,0.0,0.134720767929482,2.8810813941990587,0.08308952843102281,0.10053652831843607,75731.63285114084,2.0749730707418204,1.858403705775161,0.1011012825354981
Greece,2014-01-01,48.1070597362296,30.27,128900.0,24.736623951404,-0.135704442858696,100.0,16.41,69548.7,90264.07466,84.5028161365399,-1.31226096405506,2.9679264160900063,0.839980006217957,189.294440988662,24.8696686726853,48.9894895830856,0.298648625612259,63.21,2.35228766757336,235458133124.608,-0.140445962548256,0.373847544193268,0.326164484024048,4.32135677337646,4.48809004,35.8,8.5,10.4,81.3853658536585,10892413.0,2428790.0,0.618778228759766,0.984997793190692,2014,78848.78,259303206857.44083,100.0,55.11559348332038,9.219999999999999,159.1758571913138,-0.11297311782836927,10.2,54.24923513589886,30.27,0.375534951686859,4.4111087799072255,5.599449443999999,54.839257722,1.4621677709151815,1.4336017534856345,128900.0,80.88487804878048,2.487266458370216,99723.30141799999,-0.15098768770694745,11025775.0,85.53743211792086,2.9679264160900063,0.5223080039024354,13.99,0.7305080056190489,0.46928998827934254,2536305.2,23.225017509113577,21.80924490407488,0.7449958562850952,7700.784863700547,28612860384.584183,0.0,4.037377106224823,0.7463243262818126,31.807346654298268,0.05154661149681647,0.31622776601684066,4.447432750322665,0.0,0.09442541457740267,0.1793359791080893,0.8119882466284757,7.3236469182536315,2.6189628249016126,0.2700259854770474,0.0,0.43136061591634467,0.16183260339016461,7785.6694540094395,0.04532098778278134,96458.42701392148,0.748319837191005,0.0,0.12758386723659704,2.56794665053618,0.09718788876141214,0.09071871308313897,83218.3699654109,1.8178796898082972,1.929822028548011,0.11207048003808946
Greece,2015-01-01,48.0915438324282,30.27,128900.0,26.4869149411192,-0.118774399161339,100.0,17.47,68010.2,88528.37065,83.947889837083,-1.73588804765284,2.9679264160900063,0.966050028800964,189.159420957428,24.8813760283753,51.5170299646372,0.146552965044975,66.83495949,2.46330328904394,195683527003.375,-0.235559731721878,0.252081781625748,0.391890466213226,3.66139006614685,4.73999214,36.0,8.5,11.2,81.0365853658537,10820883.0,2375617.0,0.651559412479401,0.860581932905886,2015,74935.12,239014919863.8156,100.0,53.114041892940236,8.86,169.6872965380408,-0.1242256641387941,10.48,54.3612305960066,30.27,0.3062629848718642,4.315273809432982,5.224948024000001,59.32624962,0.17239234586383717,1.2866979091994835,128900.0,81.01463414634146,2.4298834637058375,95718.601428,-0.17265825867652906,10965683.4,85.07124437548485,2.9679264160900063,0.472121798992157,15.208000000000002,0.8030240058898924,0.40292720794677744,2484099.0,24.12408600027436,23.20050175106218,0.6957641363143922,7104.426124395924,30958394163.369606,0.0,4.626158504077612,0.48270073544588854,31.160161303383397,0.043250463991030504,0.460434577328856,4.3497815183462425,0.0,0.11216817717027294,0.3780238202179824,0.64195795247126,6.099108426439416,2.1666785483886524,0.3485764235799547,0.0,0.33016589488314163,0.0702241197105822,7239.843341499301,0.05580054473004542,114028.26614835479,0.8846258040989339,0.0,0.117263091508939,2.462624616136203,0.11272808899928329,0.10600045548914384,86350.69761443742,0.9824483777616183,2.3402664639233834,0.07669203154608399
