agricultural_land%,forest_land%,land_area,trade_in_services%,control_of_corruption_estimate,access_to_electricity%,renewvable_energy_consumption%,CO2_emisions,other_greenhouse_emisions,population_density,inflation_annual%,real_interest_rate,research_and_development_expenditure%,central_goverment_debt%,tax_revenue%,expense%,goverment_effectiveness_estimate,individuals_using_internet%,military_expenditure%,GDP_current_US,political_stability_estimate,rule_of_law_estimate,regulatory_quality_estimate,government_expenditure_on_education%,government_health_expenditure%,birth_rate,death_rate,life_expectancy_at_birth,population,rural_population,voice_and_accountability_estimate,intentional_homicides,CO2_emisions_rollmean,GDP_current_US_rollmean,access_to_electricity%_rollmean,agricultural_land%_rollmean,birth_rate_rollmean,central_goverment_debt%_rollmean,control_of_corruption_estimate_rollmean,death_rate_rollmean,expense%_rollmean,forest_land%_rollmean,goverment_effectiveness_estimate_rollmean,government_expenditure_on_education%_rollmean,government_health_expenditure%_rollmean,individuals_using_internet%_rollmean,inflation_annual%_rollmean,intentional_homicides_rollmean,land_area_rollmean,life_expectancy_at_birth_rollmean,military_expenditure%_rollmean,other_greenhouse_emisions_rollmean,political_stability_estimate_rollmean,population_rollmean,population_density_rollmean,real_interest_rate_rollmean,regulatory_quality_estimate_rollmean,renewvable_energy_consumption%_rollmean,research_and_development_expenditure%_rollmean,rule_of_law_estimate_rollmean,rural_population_rollmean,tax_revenue%_rollmean,trade_in_services%_rollmean,voice_and_accountability_estimate_rollmean,CO2_emisions_rollstd,GDP_current_US_rollstd,access_to_electricity%_rollstd,agricultural_land%_rollstd,birth_rate_rollstd,central_goverment_debt%_rollstd,control_of_corruption_estimate_rollstd,death_rate_rollstd,expense%_rollstd,forest_land%_rollstd,goverment_effectiveness_estimate_rollstd,government_expenditure_on_education%_rollstd,government_health_expenditure%_rollstd,individuals_using_internet%_rollstd,inflation_annual%_rollstd,intentional_homicides_rollstd,land_area_rollstd,life_expectancy_at_birth_rollstd,military_expenditure%_rollstd,other_greenhouse_emisions_rollstd,political_stability_estimate_rollstd,population_rollstd,population_density_rollstd,real_interest_rate_rollstd,regulatory_quality_estimate_rollstd,renewvable_energy_consumption%_rollstd,research_and_development_expenditure%_rollstd,rule_of_law_estimate_rollstd,rural_population_rollstd,tax_revenue%_rollstd,trade_in_services%_rollstd,voice_and_accountability_estimate_rollstd
0.031221847565675063,-1.1152487949999488,0.5709302868441418,-0.5989395159669683,-0.582095153273493,0.411828413413366,-0.7064985660837211,-0.15728767635923996,-0.07113390343042303,-0.5567777333395405,0.37505048360919946,-2.7555842848667833,-0.5037828904447601,0.3939157996273745,-0.9230531958023759,-0.5631176944697647,-0.7523151288131563,1.2655198061242516,-0.9957228697150183,-0.13160297946315053,-0.12242466102360174,-0.70463613356835,-1.111155952268864,0.07143781104640631,0.9747520407337218,-0.3461322613592188,0.10496229307764098,0.14788200483578515,-0.09540277509320948,-0.224207189000346,0.34995987148881563,-0.16368217049781433,-0.1562078320855868,-0.11051630958282564,0.43210030720725423,0.011785747534813292,-0.2655300065047321,0.4709046126576162,-0.3833544820544664,-0.21780655880218275,-0.49219188219034293,-1.1070316683315446,-0.4414375354512765,0.32971046535607007,1.0241151961143047,1.2488610318230242,0.35461836711755285,-0.14163989421375836,0.570729465117142,0.3760746631604646,-0.943971028055866,-0.06558089507071369,-0.11242951202808502,-0.09558788662336669,-0.5645982436417738,-1.182788061780848,-0.8226539819037513,-0.6830236377327714,-0.49045661319277717,-0.5796416067736767,-0.22334514722014961,-1.0287539378334485,-0.5641554846067398,0.30226482127714227,-0.10426970412603737,0.09758891056709987,-0.5676698583110015,-0.3364779565523991,1.1301997231980014,-0.5777862142045987,0.9994879647597046,1.6291663345260081,-0.022450524678965838,-0.5204099065375127,1.8681132720319966,0.07345878528212084,0.13232542763811928,0.08766597965410447,-0.7499047041748272,-0.29486014439406044,-0.04462884063912763,0.7946558474904383,-0.2695257087406929,-0.14425407552187056,-0.36321855970911926,-0.0904634859373559,-0.3236419344045822,2.0956517565153545,1.6663263966545374,-0.8695658745555427,-0.5033238632498708,1.0917532994907304,-0.19601907488704243,-0.25410754140401604,-0.24646786386668731,-0.6006028139158315
0.8446595552774611,-1.0548696807977338,-0.39899975415583255,-0.15176628962869607,-0.12428378958234489,0.411828413413366,-0.6960511689593754,-0.2813786020274227,-0.2995217252359983,-0.1730042837876652,0.4555995495894365,-0.1202035697922149,-0.8552841462157171,0.2051313292745294,0.8107200770189421,-0.3643207178692186,-0.6358544081288466,0.9580313099305074,2.737959319251482,-0.3196559663687224,-1.0545533692605353,-0.3447484084158087,-0.25890421080372666,-1.23495820717538,-1.1665986308140694,-0.5568288035001026,1.521828090729838,-0.3423835005164308,-0.29883641831153446,-0.24610432691435102,-0.2519753702636839,-0.36536524517074387,-0.2863046100986853,-0.32087474934430726,0.42838156361592744,0.8392004955040039,-0.4855542958739455,0.18069117570678647,-0.4077122225144252,0.7790019902015202,-0.48613526902249937,-1.0503563420487072,-0.57589759696122,-1.4112424530644674,-1.149180452378918,0.8910125232706252,-0.44538662594508804,-0.39288765597830944,-0.3991146250423749,0.013566281740526136,2.800357118087609,-0.3045027648559881,-0.8187845024768451,-0.2980445636844877,-0.160208170426513,0.8108246210236881,-0.12019821887899763,-0.6727610070266931,-0.8540358992242046,-0.376855571595925,-0.24519495189071394,0.7058149579087396,0.05317355133027856,-0.41987699354281516,-0.21085104593428247,-0.35353986186832576,-0.4806728408375745,-0.6967005722908939,0.3216242141931461,0.3338934120693409,3.6923237969867464,6.454167082247282,0.2124950600478945,-0.736341586540654,-0.7616410406696773,-0.47127419115741825,0.7041112139411151,0.35458094683387675,-0.0005398505307858454,-0.2745929822412404,-0.04462884063912763,2.9847770712862256,1.0945435482918966,-0.21507040013662326,0.3940963005189655,-0.31176305837998114,-0.23792121303200653,0.13866582848762457,-0.250778585378981,0.03151787108779434,-0.6990578120819748,-0.8024847710560281,-0.2021518475872361,-0.16129247044111975,1.5512599282364226,3.6441281084685984
1.8025372621938844,-0.8977426116553385,-0.3625766108477935,-0.6047129324671465,-1.1296098852357006,0.3621988851187367,0.03437748956402714,-0.21738167981150522,-0.17403908699337423,5.506206247970451,0.16859535192256117,-0.3561923135940172,0.15549933427161455,0.3939157996273745,-1.5528841264503037,-1.9144494057180363,-1.0397849844749816,-0.4714669483700632,-0.44564662153269974,-0.16002286219019532,-1.3240478493735668,-0.8540970690661016,-1.3515068591744037,-1.8895695020976684,-1.6459113305828978,0.09948012323340073,-1.0402093474235798,-0.29287356899296313,0.48886082333273834,0.6367789649591202,-1.1464389843719822,-0.3586548830030389,-0.21921031341087757,-0.17410865103100867,0.07615171224864632,1.6889793562399698,0.11202936128488863,0.4709046126576162,-1.0950631308581273,-1.1136847041322644,-1.904990096315546,-0.894666451317939,-1.1004643419057722,-2.023400609825851,-1.6356436078611492,-0.6267323885536362,0.13585600386566923,-0.38465447482435366,-0.36269470938957604,-0.2167441790144101,-0.47718431154538754,-0.17323242689532786,-1.2893518944242484,0.4843154090585438,5.5761934833637214,-0.23759508802546184,-1.3529203692301972,0.044749727019545375,0.18344557531250696,-0.8421658194102746,0.6298417857482224,-1.5706204628724194,-0.620590997503801,-1.0853283771630164,-0.16918175305820116,-0.1345602756229462,2.962846063255854,1.3250105028463408,-0.6177612804837641,-0.5777862142045987,-0.41097209787333583,0.11658361140916261,-0.5034643297912292,-0.7854939732959857,-0.8165492477473263,-0.9485688119790329,-0.8746794222152033,0.7760011991546252,-0.7276264650593491,-0.3969145531973662,-0.04462884063912763,-0.16888333565126526,-0.372464130719759,-0.1788494711033261,-0.006240626112396657,0.6607559894407068,2.945076227123464,-0.41387686030491067,-0.7665197697151142,-0.3779649739685929,-0.9831822758933761,-0.7865218662923614,-0.15044973156644018,-0.3592607428604852,-0.46736442513545623,-0.02508664427388749
-1.5026210792676955,2.151644463146563,-0.39553651132605144,-0.5710944412346837,1.2922733552561236,0.411828413413366,2.720358833224263,-0.2849400042661426,-0.30443452706490864,-0.5395640492151712,0.483960279597535,0.09997297900514165,0.15549933427161455,1.598092911259785,-0.5703170875137453,-0.8802616505836212,0.42737411015072224,1.2110036843209633,0.024313035183647275,-0.3240638451043115,0.8006140887753367,0.38413689630665676,-0.8592600320617071,1.691368302583307,-0.6268050714840019,-0.5075942634315637,-0.7615217756741223,-0.3757807324316712,-0.30835832451101114,-0.2510847659602758,-0.07320319885739157,-0.4137838405730615,-0.29003837994503995,-0.3252965411368543,0.4100367476491677,-1.5010111075087553,-0.4322939185706032,1.762026991536017,1.335728282995407,-0.7067184047779581,-0.865134645982689,2.136465412432505,0.1325465118031705,1.1192507298147092,-0.6013341751838088,0.9113024596249393,-0.049132010719918046,-0.44071339701325896,-0.39565140262059423,-0.3506733304996271,0.013705395550225714,-0.3096421623491128,1.049788452420788,-0.3079194225711023,-0.546526401761231,0.5426139180387313,-0.7865834521145155,2.5756236360608535,0.18344557531250696,0.37452622812620207,-0.25022050108491534,-0.5722205013373658,-0.3824365056555137,-0.1983890056170934,-0.21493141810744307,-0.3574246061488583,0.12868753066311353,-0.7393091092588584,1.3905596754298613,0.847313717707275,-0.7888277933134126,-0.15804898779708554,0.5370715069199732,-0.42945345508962374,1.7055769901158655,2.110770344850253,0.3943920599652785,2.3483117888757383,-0.17715882971956715,-0.19737767268635464,-0.04444569365236857,-0.2628886035487306,-0.5596205844773503,-0.21796118790570232,-0.13721377384133202,-0.31694479497232164,-0.32849905074608304,0.4349110061371286,-1.0389797886825376,0.9610589275308014,-0.9831822758933761,-1.036344493913518,-0.20535353468790085,0.41460508517350664,0.41253850234864275,0.3360005188175128
-0.7169378314233396,1.4976950962362878,2.584213265693462,-0.5780310951649964,-0.6564374637736671,0.3853710652924104,0.9433010393821021,0.043415456920229,0.3655478190926205,-0.5147429822235644,0.6511440492741619,1.8334142294434217,0.22074246437447145,1.1545593522909223,-0.45418401525947383,0.3090822089921737,-0.8632402787124346,1.032851574744173,-0.47770002966978214,0.32927055853557446,-0.6092429769575901,-0.5274096688940145,-0.5419925853503587,1.0381410765460268,-0.031462551028458796,-0.4619983036914156,-0.11498059604457805,-0.23882278576172086,0.7015265333727737,-0.020486676454810556,-0.03442833354283057,1.5314406133923841,0.05420909273140065,0.4522634598139896,0.4176601871435228,-0.7262219382017147,-0.40600842129605214,1.4208629441743301,-0.6291192408359718,-0.5705106849092481,0.588039998132759,1.506119982944267,-0.7447199191338647,1.0743327909484464,0.0028897505190311258,1.0285320568152487,-0.08949914625647079,1.537324844799989,2.5838340358784597,0.08190732788937212,-0.31781093157587365,0.3912421212417657,-0.6915288423954794,0.7056638812032163,-0.5210767665370521,4.766588413253317,-0.5571909068713634,0.9375985984483554,0.2501302654605312,-0.4832133705810183,-0.01614636008863838,-0.5637784504047315,-0.5889431333249048,0.05316461021221655,-0.04610844403758687,0.7402944905411782,-0.4753741367651638,-0.5906374995095438,0.20884261048032046,0.5491786206025658,-0.5135818212310447,2.4439430954942716,0.29462908592965675,0.15824252003111416,0.4323332413294552,-0.5015210023202294,0.13801450695709852,0.3307697684111233,-0.12873144388093766,1.0914277550123623,-0.04462884063912763,1.4285899806092095,-0.14396679761194237,-0.09849608309417894,-0.18068165321540372,0.44508019040744634,-0.32024750593710544,2.2168756983560107,-0.25679787421336625,0.1746178781302021,-0.4748778166999803,-0.806389073996001,-0.012141634986861466,-0.22081887259870464,-0.5183566445478642,0.20974039293442917
-0.13048970917797217,-1.4929567694588204,0.04177758275176673,-0.01876470944891039,-1.624961358739738,-3.952711785256497,2.110853239289032,-0.28475702326709995,-0.2535332208386632,-0.5713904747624418,-0.9377099017226111,-0.16636625591954138,0.15549933427161455,0.3939157996273745,-0.019152219660011575,-0.03589937951513956,-1.9100429292173116,-1.2294724773402084,1.1214151403356893,-0.3204886453628059,-1.733255164817993,-1.5752822295460205,-1.715050179726647,-1.1536400307998402,-1.55264031405226,3.0030672252893145,1.3459437135780477,-3.20136232736572,-0.23079107601090063,-0.14198467868607717,-1.8408986518606894,-0.11453547036918553,-0.28984654288455475,-0.32166176834896265,-3.803880024442834,-0.13451221558199758,2.9904247417684258,0.4709046126576162,-1.559126312974164,1.3449578378871185,-0.04197663098561047,-1.4779767076646333,-1.939067661590628,-1.4543561989896314,-1.5409811609065562,-1.2678409842512552,-0.7557244626457912,-0.13641703735312613,0.04162365215889467,-2.99284375131321,0.830788828330699,-0.2563931092168476,-1.6662122968663151,-0.234068782798896,-0.582257747539179,-0.2241204324120994,-1.6658339707347851,2.0612693192260028,0.18344557531250696,-1.5325226862731742,-0.14852331548596437,-0.033828350330487186,0.013709828257350369,-1.8238802934236744,-0.21644646799261996,-0.3548104431896806,0.2143124133597632,-0.7401094812776933,0.10242833384138056,-0.5777862142045987,-0.9416108524353874,0.16784035791900012,-0.6639625692872361,-0.19205015221578103,-0.6986137358235174,-0.2513190014051556,-0.6226955015008994,-0.22644075975857686,0.11832421916335063,-0.41736118122261734,-0.04462884063912763,-0.3273709135998588,0.8444678957308112,-0.17056714231916956,-0.49904447997985973,-0.04794315229195886,-0.2656891991675776,-0.6992623253503472,-0.763598417853709,-0.7977632325486167,-0.9831822758933761,-1.457902866867084,0.0016455629523643434,-0.5891635868583859,-0.5530796530148849,-0.58218016043644
-1.4612471501095117,-0.35297827517601893,-0.14290530282709127,-0.5215200274200804,0.7575824398743042,0.411828413413366,-0.03864314778379316,-0.21951910481409617,-0.23736272509067421,-0.5120322996094774,-0.01018647283683647,-0.6663623479646451,-0.6919280979718357,0.3939157996273745,0.41518662726204164,0.1690052503810645,0.30898887971088,1.3750928131583997,0.2696531319617484,-0.19956900431587887,0.06398128065576843,0.6727617616790112,0.6396021165760537,0.6912212846743505,0.4578779686109115,-0.5865059743035406,-0.4296842529762113,0.668468681268943,-0.2198506597949897,-0.23442583956221724,0.7239941503805987,-0.24566422887716552,-0.22145118722646404,-0.2031675814846524,0.4293260393734725,-1.4088594965331678,-0.5914523821864776,0.4709046126576162,0.793081901852702,-0.6994696411762271,-0.3562221918601211,-0.369766141257565,0.5099998496020274,0.7136440142234785,0.38822152169546387,1.4222400801397945,-0.3895796457490516,-0.22151323383236798,-0.14304286765278154,0.8509427628957165,0.27670125747414687,-0.23947677344674986,0.1193091595924983,-0.22035588687898214,-0.5200420591264582,-0.8547956601151794,0.8727730401777669,-0.02697951100059739,-0.6827059360113769,0.7155662479900317,-0.23404427935880817,0.11354886559847781,-0.5114357980668645,0.756802364749714,-0.18637053419063293,-0.24773693944626585,-0.47809528862982126,0.2508002116300649,-1.0487545327306145,-0.5777862142045987,-0.4720118803830969,1.5300233476655076,0.8145620057388884,0.3161268542176472,0.4844255174837632,-0.9522274863524826,0.5006983890239913,-0.6878743744746516,-0.47988601255709923,-0.24156890577409396,-0.04462884063912763,0.36566189061551485,-0.23806008070182705,-0.19067469548165467,0.627308411911805,-0.17077737330669962,-0.2725006735777139,-0.4089532459289511,1.550199100418579,-0.4099980472319807,-0.7865188497519924,-1.0010359669545263,-0.1951014943196432,0.18949854475769443,-0.3797742261694238,-0.7651245514644653
-0.20674487473399383,1.1691302941088981,-0.011836424654461775,-0.5379540564333469,-0.5268783459606512,0.41178450609672795,0.23032175690680856,-0.2265662041246785,-0.1909143244248495,-0.41659933387630593,-0.19044340953348793,-0.6007718903665455,-0.753343017816734,0.9456166113455408,-0.43277518669981674,0.6318703403137451,-0.3815535914938868,0.7569432945317184,1.5388641856477037,-0.1988030805487739,-1.2289524785595674,-0.6978388279750232,-0.18036284797328042,0.10109913352529576,0.7460379111253799,-0.31179315951002984,-0.3216359974296839,-0.2271044587739179,-0.06841017368015624,-0.17378304422272228,-0.20846310938410917,1.7282748950537907,-0.2288393577128106,-0.19134682500873115,0.3959399829156895,-0.16337900850242823,-0.2868786337327942,0.9123751459398725,-0.49313152346865863,-0.9167254416966689,0.2949239954904906,1.1827618974371912,-0.3743319910412411,0.1001003600321046,0.7919890762633036,0.7446083819008807,-0.29677018149915646,1.598199894075443,-0.01198560421498916,0.2440186466610545,1.5791141083195364,-0.19088600950898763,-1.082787018584016,-0.07097310667010691,-0.4242420657862591,0.23130057185799213,-0.11223969616534069,0.23722864121971554,-0.7454778308279847,-0.630220229435502,-0.17337222506894864,-0.4176355219860702,-0.5402758974628602,-0.1495126004742648,-0.19908814974672845,-0.24205258493638793,-0.09408793184174856,0.0004935104487774666,-0.47329510130803193,1.1914339491122763,-0.33023894978902424,3.6399412494546777,0.9494614689048764,0.4114161120419759,-0.28283569200906244,0.03283070262238023,0.6822440097244863,-0.20172891787943273,-0.5646201580320601,0.0493643322439503,-0.04462884063912763,3.156098763334252,0.10145500710847043,-0.16679025972061956,-0.1891398924809156,0.09701045074200779,-0.19557551582454655,0.12180427225053633,-0.7924514218815779,-0.6304397743243652,-0.6344458948574009,-0.4799227927242314,-0.19607972936528487,-0.37612647645348285,-0.3678425119167116,-0.4059729107356165
-0.3636860647482803,1.5237553862608322,-0.3909093037396221,-0.18923095024800365,0.2851997522851864,0.411828413413366,0.3475771182491989,-0.28000696463381197,-0.29601677444058405,-0.1592801970472896,-0.5001038954352903,-0.3579419158889614,-0.7769598043719353,0.3939157996273745,-0.5064739816453492,0.11006979383478152,-0.08887383588821159,1.1070051586896135,0.024313035183647275,-0.2993909690232936,0.8737962001075353,0.20241688292858223,0.08390551843439757,1.2092302513128235,0.5313480158552004,-0.5768409953062524,-0.511507203778436,0.3870823544743175,-0.28766172917658167,-0.24665006359831548,0.8566938412759812,0.39790718632564437,-0.284866587096196,-0.2991440317268617,0.4218646808888649,-0.3906602430458521,-0.4844201500524546,0.4709046126576162,0.34798597150201643,-1.0250426806596724,0.02694194260681328,1.4826490659822371,-0.028309991573273244,1.5533521093735358,0.5740964062930483,1.1409489422255132,-0.639925658485687,0.38878251917919115,-0.39102489156551423,0.7220370188724364,0.013705395550225714,-0.3008361534275616,0.5972858752102719,-0.28718845882247257,-0.15832803950739474,0.2056067124551509,0.14117890307751518,0.35241029435708354,-0.6827981084883228,0.2552605986350708,-0.24539516329373723,-0.6359088837448966,-0.15621847754417306,0.8806933137314447,-0.2110885390861458,-0.34959426313337283,-0.45832583565733176,-0.39897648736969044,1.0234632121814968,-0.5777862142045987,0.24156858798062528,2.5314808909651836,0.38174038677908795,1.3506356012233158,-0.379469627478627,-0.16382914732353487,-0.34001412762380334,-0.01991705923418784,-0.5800733346382503,-0.25644371522034975,-0.04462884063912763,1.4494565572815548,-0.5596205844773503,-0.2140462983265473,0.48305774258279066,-0.29871640005456207,-0.17997714714284951,-0.03670313085750368,-0.8011035412056843,-0.0813587526323789,-0.16267862010225803,-0.7192481955130526,-0.19048844381148383,-0.2055242986053979,-0.03516500499555658,-0.8795469571565413
0.44510757689452796,0.749641233375305,-0.3921731903938411,-0.3779562159524246,-0.7450722289169832,0.31837082681844836,-0.4516487617632459,-0.2674412523839999,-0.2816084025064553,0.46844409627062183,0.6408739282142669,-0.577077138806486,0.15549933427161455,0.3939157996273745,-0.44421429127340356,-1.0313756685864799,-0.33323270867875987,1.1968185613017739,-0.976631849022501,-0.2877740400350314,0.20990980302338594,-0.3408082864811101,-0.3190840215426063,-0.5554106805938195,-0.6367180752552332,0.16895426637861358,-0.691237958959391,-0.2585974625536395,-0.25945801068729446,-0.23881099848835155,0.008591045045484979,0.326146757176672,-0.271692709406609,-0.2893557163616783,0.3943804363442981,0.4217357831608441,0.22493246590662824,0.4709046126576162,-0.9033334280702128,-0.852936322001439,-1.0531087831474946,0.7124135167518612,-0.6125713217088206,-0.37836752092318754,-0.6113950625694055,1.1409980004544842,-0.15568502144585764,0.2669324274384526,-0.39217707874959795,-0.10702387817909474,-0.9849059132667147,-0.28576321680664907,0.02857247945686043,-0.25928882356938937,0.4679045915328433,0.32239951292795394,-0.38125106449156304,-0.4326809546579045,0.18344557531250696,-0.4913906980381131,-0.23714655109001853,-0.6343205095577592,-0.35814786923693426,-0.09161513250089155,-0.20281747790403445,-0.3278568884535144,-0.017715028196472485,-0.1674214902816446,0.390363172390111,-0.5777862142045987,0.25592099680085484,0.34313372001017406,0.349348980513731,1.9197025722699304,1.0590849342010258,-0.13041753823834712,0.06752910376094988,0.5739619315669543,-0.05045901393703842,-0.010477775468834941,-0.0009447928372542802,-0.31667460287875676,-0.4243061261679312,-0.20664051115530327,-0.17576452287517566,-0.25861209998955437,0.46427178177185946,0.2605333222206537,-0.7415623149458033,-0.5274573718399649,-0.9831822758933761,1.1267584291818107,-0.17322381467521192,-0.13762250404684964,0.010785052219458439,0.0158985202017587
