agricultural_land%,forest_land%,land_area,trade_in_services%,control_of_corruption_estimate,access_to_electricity%,renewvable_energy_consumption%,CO2_emisions,other_greenhouse_emisions,population_density,inflation_annual%,real_interest_rate,research_and_development_expenditure%,central_goverment_debt%,tax_revenue%,expense%,goverment_effectiveness_estimate,individuals_using_internet%,military_expenditure%,GDP_current_US,political_stability_estimate,rule_of_law_estimate,regulatory_quality_estimate,government_expenditure_on_education%,government_health_expenditure%,birth_rate,death_rate,life_expectancy_at_birth,population,rural_population,voice_and_accountability_estimate,intentional_homicides
0.031221847565675063,-1.1152487949999488,0.5709302868441418,-0.5989395159669683,-0.582095153273493,0.411828413413366,-0.7064985660837211,-0.15728767635923996,-0.07113390343042303,-0.5567777333395405,0.37505048360919946,-2.7555842848667833,-0.5037828904447601,0.3939157996273745,-0.9230531958023759,-0.5631176944697647,-0.7523151288131563,1.2655198061242516,-0.9957228697150183,-0.13160297946315053,-0.12242466102360174,-0.70463613356835,-1.111155952268864,0.07143781104640631,0.9747520407337218,-0.3461322613592188,0.10496229307764098,0.14788200483578515,-0.09540277509320948,-0.224207189000346,0.34995987148881563,-0.16368217049781433
0.8446595552774611,-1.0548696807977338,-0.39899975415583255,-0.15176628962869607,-0.12428378958234489,0.411828413413366,-0.6960511689593754,-0.2813786020274227,-0.2995217252359983,-0.1730042837876652,0.4555995495894365,-0.1202035697922149,-0.8552841462157171,0.2051313292745294,0.8107200770189421,-0.3643207178692186,-0.6358544081288466,0.9580313099305074,2.737959319251482,-0.3196559663687224,-1.0545533692605353,-0.3447484084158087,-0.25890421080372666,-1.23495820717538,-1.1665986308140694,-0.5568288035001026,1.521828090729838,-0.3423835005164308,-0.29883641831153446,-0.24610432691435102,-0.2519753702636839,-0.36536524517074387
1.8025372621938844,-0.8977426116553385,-0.3625766108477935,-0.6047129324671465,-1.1296098852357006,0.3621988851187367,0.03437748956402714,-0.21738167981150522,-0.17403908699337423,5.506206247970451,0.16859535192256117,-0.3561923135940172,0.15549933427161455,0.3939157996273745,-1.5528841264503037,-1.9144494057180363,-1.0397849844749816,-0.4714669483700632,-0.44564662153269974,-0.16002286219019532,-1.3240478493735668,-0.8540970690661016,-1.3515068591744037,-1.8895695020976684,-1.6459113305828978,0.09948012323340073,-1.0402093474235798,-0.29287356899296313,0.48886082333273834,0.6367789649591202,-1.1464389843719822,-0.3586548830030389
-1.5026210792676955,2.151644463146563,-0.39553651132605144,-0.5710944412346837,1.2922733552561236,0.411828413413366,2.720358833224263,-0.2849400042661426,-0.30443452706490864,-0.5395640492151712,0.483960279597535,0.09997297900514165,0.15549933427161455,1.598092911259785,-0.5703170875137453,-0.8802616505836212,0.42737411015072224,1.2110036843209633,0.024313035183647275,-0.3240638451043115,0.8006140887753367,0.38413689630665676,-0.8592600320617071,1.691368302583307,-0.6268050714840019,-0.5075942634315637,-0.7615217756741223,-0.3757807324316712,-0.30835832451101114,-0.2510847659602758,-0.07320319885739157,-0.4137838405730615
-0.7169378314233396,1.4976950962362878,2.584213265693462,-0.5780310951649964,-0.6564374637736671,0.3853710652924104,0.9433010393821021,0.043415456920229,0.3655478190926205,-0.5147429822235644,0.6511440492741619,1.8334142294434217,0.22074246437447145,1.1545593522909223,-0.45418401525947383,0.3090822089921737,-0.8632402787124346,1.032851574744173,-0.47770002966978214,0.32927055853557446,-0.6092429769575901,-0.5274096688940145,-0.5419925853503587,1.0381410765460268,-0.031462551028458796,-0.4619983036914156,-0.11498059604457805,-0.23882278576172086,0.7015265333727737,-0.020486676454810556,-0.03442833354283057,1.5314406133923841
-0.13048970917797217,-1.4929567694588204,0.04177758275176673,-0.01876470944891039,-1.624961358739738,-3.952711785256497,2.110853239289032,-0.28475702326709995,-0.2535332208386632,-0.5713904747624418,-0.9377099017226111,-0.16636625591954138,0.15549933427161455,0.3939157996273745,-0.019152219660011575,-0.03589937951513956,-1.9100429292173116,-1.2294724773402084,1.1214151403356893,-0.3204886453628059,-1.733255164817993,-1.5752822295460205,-1.715050179726647,-1.1536400307998402,-1.55264031405226,3.0030672252893145,1.3459437135780477,-3.20136232736572,-0.23079107601090063,-0.14198467868607717,-1.8408986518606894,-0.11453547036918553
-1.4612471501095117,-0.35297827517601893,-0.14290530282709127,-0.5215200274200804,0.7575824398743042,0.411828413413366,-0.03864314778379316,-0.21951910481409617,-0.23736272509067421,-0.5120322996094774,-0.01018647283683647,-0.6663623479646451,-0.6919280979718357,0.3939157996273745,0.41518662726204164,0.1690052503810645,0.30898887971088,1.3750928131583997,0.2696531319617484,-0.19956900431587887,0.06398128065576843,0.6727617616790112,0.6396021165760537,0.6912212846743505,0.4578779686109115,-0.5865059743035406,-0.4296842529762113,0.668468681268943,-0.2198506597949897,-0.23442583956221724,0.7239941503805987,-0.24566422887716552
-0.20674487473399383,1.1691302941088981,-0.011836424654461775,-0.5379540564333469,-0.5268783459606512,0.41178450609672795,0.23032175690680856,-0.2265662041246785,-0.1909143244248495,-0.41659933387630593,-0.19044340953348793,-0.6007718903665455,-0.753343017816734,0.9456166113455408,-0.43277518669981674,0.6318703403137451,-0.3815535914938868,0.7569432945317184,1.5388641856477037,-0.1988030805487739,-1.2289524785595674,-0.6978388279750232,-0.18036284797328042,0.10109913352529576,0.7460379111253799,-0.31179315951002984,-0.3216359974296839,-0.2271044587739179,-0.06841017368015624,-0.17378304422272228,-0.20846310938410917,1.7282748950537907
-0.3636860647482803,1.5237553862608322,-0.3909093037396221,-0.18923095024800365,0.2851997522851864,0.411828413413366,0.3475771182491989,-0.28000696463381197,-0.29601677444058405,-0.1592801970472896,-0.5001038954352903,-0.3579419158889614,-0.7769598043719353,0.3939157996273745,-0.5064739816453492,0.11006979383478152,-0.08887383588821159,1.1070051586896135,0.024313035183647275,-0.2993909690232936,0.8737962001075353,0.20241688292858223,0.08390551843439757,1.2092302513128235,0.5313480158552004,-0.5768409953062524,-0.511507203778436,0.3870823544743175,-0.28766172917658167,-0.24665006359831548,0.8566938412759812,0.39790718632564437
0.44510757689452796,0.749641233375305,-0.3921731903938411,-0.3779562159524246,-0.7450722289169832,0.31837082681844836,-0.4516487617632459,-0.2674412523839999,-0.2816084025064553,0.46844409627062183,0.6408739282142669,-0.577077138806486,0.15549933427161455,0.3939157996273745,-0.44421429127340356,-1.0313756685864799,-0.33323270867875987,1.1968185613017739,-0.976631849022501,-0.2877740400350314,0.20990980302338594,-0.3408082864811101,-0.3190840215426063,-0.5554106805938195,-0.6367180752552332,0.16895426637861358,-0.691237958959391,-0.2585974625536395,-0.25945801068729446,-0.23881099848835155,0.008591045045484979,0.326146757176672
-1.0591006794298503,1.00537299509938,-0.32024768943602233,-0.56756075954333,-0.7490111992366796,0.411828413413366,-0.3759607038730394,-0.25695981044515553,-0.2602871303107885,-0.2974979963840147,-0.7790616932252812,-0.16636625591954138,0.15549933427161455,0.3939157996273745,-0.6944242047674675,0.31204127129299336,-0.5913296928733469,0.8712649151322622,0.5731302677870896,-0.2830442118908597,-0.4212326359668021,-0.5807337116433249,-1.2099433147015335,-0.5943558474378571,0.29771930967515164,-0.01468033456986295,-0.6769014590325053,-0.1040620254019837,-0.22786853092219983,-0.2002061151353461,-0.20156814588799166,0.614360984897868
0.7867233841270718,-0.17627448297863807,-0.40177536242168604,-0.24229446044240868,-0.7091284371308997,0.3080413040895367,-0.15289766101599916,-0.28072424029606996,-0.2983457969202848,0.8028214390591762,-0.19536898951226522,-0.16636625591954138,-0.8946266686050879,0.404678132325223,0.38533556254642537,0.020324892597515895,-0.6996130107661804,0.39148816118070556,-0.419598583565135,-0.3134781662868224,-0.229036103582394,-1.0965301309770554,-0.8125558864222573,-0.7080578326148312,0.3432573277705017,-0.10473519769753716,0.0021590984799739693,-0.5320739186314954,-0.2821750261062406,-0.2408127775131855,-0.37489011292835484,0.9570765157865987
-0.43270896147413895,0.914440497153072,0.26860941213957795,-0.6257505194111616,-0.6081325432769378,0.3729697326712685,-0.1814612893240506,0.1408013897169459,0.30553896753326215,0.0470592606036924,-0.5292296868448148,-0.407910137785394,-0.8008866101695284,-0.3669930015012635,-1.3139203255317462,-1.2452931295018959,0.04434155211340613,0.3635495673111631,-0.8879305124975544,0.1455442792554689,-0.7387445484227447,-0.480048238082575,-0.08495510611380225,-1.0426191966347782,-1.2039401535426761,-0.05925294359265104,0.4930968032933217,-0.9975844582219797,0.9825602494988692,0.7533825931556968,-0.14884862086518574,-0.11453547036918553
-0.4368251221336072,0.9654960627778252,0.26430124693480295,-0.5885605678624305,-0.5943724648648767,0.32978249002372245,-0.1814612893240506,0.1408013897169459,0.30553896753326215,0.0403677825933058,-0.06535809433904362,-1.002961577012108,-0.8008866101695284,-0.6255044072851421,-1.2548794996061248,-1.2803861535003902,0.14122873004433473,0.5212879206085214,-0.9260454445669963,0.1981468041135852,-0.6320997703282377,-0.4149488244292783,-0.1761013014045901,-1.1029180521455115,-1.2039401535426761,-0.001103881719554649,-0.11407145214677643,-0.7245474394061643,0.9908273468338435,0.7445208721917972,-0.15758064831094676,-0.11453547036918553
