gini_next
40.7
27.9
33.4
28.5
52.0
37.4
43.0
54.8
47.2
37.0
45.5
38.8
37.9
38.3
34.8
43.5
31.4
48.9
45.1
40.3
39.2
26.6
40.6
31.2
36.1
51.5
